id,roundtrip_time [s]
         0,0.004980693
         1,0.000757710
         2,0.000736701
         3,0.000659262
         4,0.001705838
         5,0.000666759
         6,0.000653793
         7,0.000646500
         8,0.000673771
         9,0.000771739
        10,0.000662199
        11,0.000643049
        12,0.000788086
        13,0.000839304
        14,0.000751567
        15,0.000808614
        16,0.000751502
        17,0.000793127
        18,0.000795686
        19,0.000807129
        20,0.000925895
        21,0.000787398
        22,0.000742259
        23,0.001085139
        24,0.000786925
        25,0.000750072
        26,0.001048251
        27,0.000791152
        28,0.000852093
        29,0.000724019
        30,0.000761403
        31,0.000655945
        32,0.000667448
        33,0.000658886
        34,0.000639735
        35,0.000681430
        36,0.000779741
        37,0.000772254
        38,0.000645078
        39,0.000692053
        40,0.000896453
        41,0.000951059
        42,0.001029456
        43,0.001014337
        44,0.000948010
        45,0.000899776
        46,0.000864983
        47,0.003698292
        48,0.000858296
        49,0.000836241
        50,0.000709742
        51,0.000924760
        52,0.000773309
        53,0.000799534
        54,0.000869035
        55,0.000688713
        56,0.000781013
        57,0.000789977
        58,0.000747676
        59,0.000693787
        60,0.000649714
        61,0.000705504
        62,0.004634027
        63,0.001015940
        64,0.000967834
        65,0.000829456
        66,0.001167865
        67,0.001054497
        68,0.003057384
        69,0.001020688
        70,0.001023322
        71,0.001167338
        72,0.000775125
        73,0.000804752
        74,0.000772800
        75,0.000792883
        76,0.001055089
        77,0.001090034
        78,0.001114186
        79,0.000834833
        80,0.000819935
        81,0.000826510
        82,0.000684423
        83,0.001248075
        84,0.000878260
        85,0.000940578
        86,0.000952186
        87,0.000953902
        88,0.000908972
        89,0.001185228
        90,0.001384166
        91,0.001087320
        92,0.000867353
        93,0.001088560
        94,0.000813847
        95,0.000869201
        96,0.000755407
        97,0.000980647
        98,0.000914560
        99,0.000840824
       100,0.000881373
       101,0.001494975
       102,0.001074548
       103,0.000792523
       104,0.001175931
       105,0.000987028
       106,0.001428167
       107,0.000874102
       108,0.000743492
       109,0.000957526
       110,0.000683030
       111,0.000910377
       112,0.000803614
       113,0.000799780
       114,0.001051274
       115,0.002184939
       116,0.000994931
       117,0.000806961
       118,0.001193811
       119,0.000761787
       120,0.001524698
       121,0.001392341
       122,0.001034829
       123,0.001309043
       124,0.000958838
       125,0.000824632
       126,0.000738976
       127,0.001043471
       128,0.000681501
       129,0.000788840
       130,0.000747790
       131,0.000672144
       132,0.000948025
       133,0.000998385
       134,0.000600697
