id,roundtrip_time [s]
         0,0.002517039
         1,0.002119515
         2,0.002321214
         3,0.002027597
         4,0.002029276
         5,0.001930320
         6,0.002070323
         7,0.002219819
         8,0.002013315
         9,0.001980665
        10,0.002143357
        11,0.002297584
        12,0.002454245
        13,0.001795186
        14,0.002065023
        15,0.002121339
        16,0.002075635
        17,0.002275666
        18,0.002282265
        19,0.002255089
        20,0.002170331
        21,0.001982015
        22,0.002249537
        23,0.002233792
        24,0.002088828
        25,0.002259111
        26,0.002271645
        27,0.002257934
        28,0.002082885
        29,0.002064612
        30,0.002093383
        31,0.002290702
        32,0.002228095
        33,0.002280519
        34,0.002177951
        35,0.002167435
        36,0.002201920
        37,0.002261998
        38,0.002290973
        39,0.002196794
        40,0.002249808
        41,0.002041467
        42,0.002068544
        43,0.002448249
        44,0.002136554
        45,0.002315035
        46,0.002257199
        47,0.002244118
        48,0.002354917
        49,0.002657078
        50,0.002019457
        51,0.002012048
        52,0.002002926
        53,0.002326694
        54,0.002126365
        55,0.002151220
        56,0.002374224
        57,0.002070952
        58,0.002212479
        59,0.002202207
        60,0.002292697
        61,0.002231632
        62,0.002192852
        63,0.002187981
        64,0.002115085
        65,0.002016528
        66,0.002079377
        67,0.002028796
        68,0.002233540
        69,0.002246804
        70,0.002416133
        71,0.002604769
        72,0.002123375
        73,0.001967091
        74,0.002090490
        75,0.002217805
        76,0.002053409
        77,0.002067799
        78,0.002045654
        79,0.002131942
        80,0.002208136
        81,0.002108300
        82,0.002071151
        83,0.002138437
        84,0.002325983
        85,0.002589820
        86,0.001942234
        87,0.002107013
        88,0.001968126
        89,0.002165315
        90,0.002118054
        91,0.002001374
        92,0.001979480
        93,0.002222687
        94,0.002230340
        95,0.002221469
        96,0.002149135
        97,0.002230035
        98,0.002236258
        99,0.002239949
       100,0.002019749
       101,0.001992782
       102,0.002469122
       103,0.001972676
       104,0.002144088
       105,0.002230774
       106,0.002517961
       107,0.002497776
       108,0.001977263
       109,0.002221450
       110,0.002186587
       111,0.002019332
       112,0.002155468
       113,0.002332057
       114,0.002240074
       115,0.002093826
       116,0.002156178
       117,0.002433363
       118,0.002048456
       119,0.002136939
       120,0.002339918
       121,0.002705725
       122,0.002166668
       123,0.002248199
       124,0.002229226
       125,0.002279729
       126,0.002203236
       127,0.002110461
       128,0.002255670
       129,0.002187893
       130,0.002216538
       131,0.002246085
       132,0.002203119
       133,0.002167444
       134,0.002291883
       135,0.001829904
       136,0.002188235
       137,0.002088523
       138,0.002221228
       139,0.002136142
       140,0.002255604
       141,0.002228609
       142,0.002205842
       143,0.002225942
       144,0.002192405
       145,0.002051678
       146,0.002135643
       147,0.001955579
       148,0.002303170
       149,0.002609633
       150,0.002018677
       151,0.001979340
       152,0.001947952
       153,0.001962986
       154,0.001985575
       155,0.002119340
       156,0.002392948
       157,0.001933064
       158,0.002170979
       159,0.002411044
       160,0.002140259
       161,0.001928802
       162,0.002655324
       163,0.002424632
       164,0.001807560
       165,0.001944185
       166,0.002123647
       167,0.002262300
       168,0.002181704
       169,0.002297225
       170,0.002274760
       171,0.001908770
       172,0.002337110
       173,0.002477265
       174,0.002345417
       175,0.002386613
       176,0.002148150
       177,0.002130768
       178,0.002305365
       179,0.002286246
       180,0.002376819
       181,0.002221929
       182,0.002232759
       183,0.002622336
       184,0.002296061
       185,0.002358289
       186,0.002335436
       187,0.002400362
       188,0.002137683
       189,0.002419169
       190,0.002374489
       191,0.003111595
       192,0.002077435
       193,0.002250117
       194,0.002188641
       195,0.002269501
       196,0.002417214
       197,0.002165890
       198,0.002237439
       199,0.002434553
       200,0.002214748
       201,0.002306266
       202,0.002395768
       203,0.002201230
       204,0.002193491
       205,0.002022532
       206,0.002203488
       207,0.002179611
       208,0.002143826
       209,0.002187003
       210,0.002375202
       211,0.002130387
       212,0.002207464
       213,0.002190613
       214,0.002206259
       215,0.002232261
       216,0.002135292
       217,0.002203192
       218,0.002329451
       219,0.002832752
       220,0.002507313
       221,0.002065147
       222,0.002401188
       223,0.002054483
       224,0.002034163
       225,0.002126870
       226,0.002140766
       227,0.002054896
       228,0.002081285
       229,0.002053659
       230,0.002205496
       231,0.001971510
       232,0.001934117
       233,0.002073926
       234,0.002151775
       235,0.002110429
       236,0.002623506
       237,0.002381603
       238,0.001908517
       239,0.002269603
       240,0.001974124
       241,0.002130025
       242,0.002012305
       243,0.002095794
       244,0.002139876
       245,0.002104921
       246,0.002105993
       247,0.002061278
       248,0.002204693
       249,0.002061667
       250,0.002256295
       251,0.002513344
       252,0.002337430
       253,0.002216674
       254,0.002105799
       255,0.002412559
       256,0.002137306
       257,0.002202414
       258,0.002336578
       259,0.002357700
       260,0.002082461
       261,0.002052944
       262,0.002278768
       263,0.002164545
       264,0.002205263
       265,0.002247836
       266,0.002252417
       267,0.001719572
       268,0.002260261
       269,0.002757564
       270,0.002534768
       271,0.002443357
       272,0.002107951
       273,0.002115679
       274,0.002228162
       275,0.002266496
       276,0.002223242
       277,0.002054970
       278,0.002230752
       279,0.002112887
       280,0.002080030
       281,0.002175559
       282,0.002208578
       283,0.002186242
       284,0.002061083
       285,0.002004293
       286,0.002100691
       287,0.002273962
       288,0.002192491
       289,0.002481138
       290,0.001861612
       291,0.002086470
       292,0.002103800
       293,0.002021016
       294,0.002285079
       295,0.002035729
       296,0.001927032
       297,0.002359891
       298,0.002330666
       299,0.002239663
       300,0.002074203
       301,0.001987707
       302,0.002259203
       303,0.002276003
       304,0.002065895
       305,0.002118483
       306,0.002092987
       307,0.002081497
       308,0.002092331
       309,0.001903606
       310,0.002428345
       311,0.001920931
       312,0.002004553
       313,0.002004155
       314,0.002011512
       315,0.002163373
       316,0.002121937
       317,0.002089414
       318,0.002243344
       319,0.001987973
       320,0.001994655
       321,0.002260671
       322,0.001895775
       323,0.002225858
       324,0.002402424
       325,0.002201580
       326,0.002376410
       327,0.002218352
       328,0.002360040
       329,0.002232350
       330,0.002285058
       331,0.002218408
       332,0.002220923
       333,0.002353104
       334,0.002231593
       335,0.002267028
       336,0.002222509
       337,0.002019105
       338,0.002372476
       339,0.002217431
       340,0.002360540
       341,0.002215656
       342,0.002229473
       343,0.002199636
       344,0.002175221
       345,0.002278887
       346,0.002287131
       347,0.002282365
       348,0.002247546
       349,0.002258136
       350,0.002321702
       351,0.002245991
       352,0.002186624
       353,0.002090884
       354,0.001962376
       355,0.002154890
       356,0.002056885
       357,0.002038631
       358,0.001939007
       359,0.002162616
       360,0.002302243
       361,0.002192411
       362,0.002202981
       363,0.002195396
       364,0.002210770
       365,0.002057559
       366,0.002155554
       367,0.002407873
       368,0.002182312
       369,0.002384656
       370,0.002506986
       371,0.002033649
       372,0.002205904
       373,0.001985197
       374,0.001951521
       375,0.002618198
       376,0.002787732
       377,0.002791776
       378,0.001911404
       379,0.002023102
       380,0.001988672
       381,0.002119529
       382,0.002208603
       383,0.002245360
       384,0.001993720
       385,0.001991153
       386,0.002065682
       387,0.001976531
       388,0.001905500
       389,0.001968509
       390,0.002096010
       391,0.001953769
       392,0.002781165
       393,0.002148366
