2070,1
2170,1
2282,1
2454,1
2557,1
2662,1
2778,1
2894,1
3078,1
3213,1
3327,1
3407,1
3525,1
3650,1
3797,1
3921,1
4046,1
4189,1
4353,1
4445,1
4562,1
4727,1
4882,1
4943,1
5057,1
5158,1
5277,1
5421,1
5583,1
5762,1
5866,1
5975,1
6090,1
6263,1
6441,1
6602,1
6669,1
6793,1
6938,1
7000,1
7135,1
7206,1
7350,1
7464,1
7605,1
7679,1
7774,1
7894,1
8074,1
8185,1
8249,1
8325,1
8442,1
8548,1
8712,1
8845,1
8979,1
9097,1
9228,1
9351,1
9457,1
9633,1
9706,1
9884,1
10003,1
10100,1
10259,1
10430,1
10486,1
10634,1
10744,1
10828,1
10870,1
11036,1
11134,1
11283,1
11417,1
11593,1
11672,1
11845,1
11977,1
12163,1
12290,1
12391,1
12530,1
12636,1
12772,1
12896,1
13015,1
13118,1
13247,1
13333,1
13469,1
13638,1
13753,1
13846,1
14003,1
14180,1
14289,1
14395,1
14527,1
14671,1
14743,1
14841,1
14979,1
15110,1
15252,1
15383,1
15477,1
15582,1
15713,1
15786,1
15926,1
16091,1
16163,1
16321,1
16416,1
16555,1
16666,1
16793,1
16880,1
16992,1
17141,1
17223,1
17344,1
17530,1
17632,1
17778,1
17908,1
18020,1
18081,1
18217,1
18326,1
18446,1
18515,1
18663,1
18818,1
18942,1
19065,1
19174,1
19310,1
19469,1
19619,1
19705,1
19889,1
20026,1
20170,1
20228,1
20315,1
20420,1
20543,1
20686,1
20807,1
20925,1
21012,1
21082,1
21243,1
21345,1
21492,1
21600,1
21767,1
21889,1
22009,1
22135,1
22266,1
22373,1
22489,1
22635,1
22752,1
22897,1
23048,1
23127,1
23226,1
23281,1
23351,1
23444,1
23593,1
23704,1
23823,1
23937,1
24042,1
24103,1
24236,1
24316,1
24483,1
24621,1
24774,1
24820,1
24894,1
25047,1
25181,1
25325,1
25484,1
25541,1
25710,1
25830,1
25981,1
26125,1
26251,1
26370,1
26477,1
26596,1
26666,1
26839,1
26938,1
27088,1
27248,1
27401,1
